trial,tag,fmt,block,gptq,W,A,KV,cont_ppl,cost_mb_per_token,w_eff_bits,a_eff_bits,kv_eff_bits,weight_MB_per_token,kv_MB_per_token,eval_seconds,error
264,W:MXFP_E1M2 A:MXFP_E5M2 KV:MXFP_E2M1 b64,mxfp,64,False,MXFP_E1M2,MXFP_E5M2,MXFP_E2M1,1624.477,1826.66,4.125,8.125,4.125,637.182,1189.478,28.2,
39,W:MXFP_E2M1 A:MXFP_E4M3 KV:MXFP_E1M2 b32,mxfp,32,False,MXFP_E2M1,MXFP_E4M3,MXFP_E1M2,1642.4127,1882.014,4.25,8.25,4.25,656.49,1225.523,47.1,
41,W:MXINT4 A:MXINT8 KV:MXINT2 b64,mxint,64,False,MXINT4,MXINT8,MXINT2,1663.675,1249.944,4.125,8.125,2.125,637.182,612.762,21.9,
357,W:MXINT3 A:MXINT3 KV:MXINT3 b16,mxint,16,False,MXINT3,MXINT3,MXINT3,1709.709,1549.894,3.5,3.5,3.5,540.639,1009.254,18.0,
35,W:MXFP_E1M2 A:MXFP_E1M2 KV:MXFP_E1M2 b16,mxfp,16,False,MXFP_E1M2,MXFP_E1M2,MXFP_E1M2,1738.3747,1992.72,4.5,4.5,4.5,695.108,1297.613,54.4,
184,W:MXINT3 A:MXINT3 KV:MXINT8 b32,mxint,32,False,MXINT3,MXINT3,MXINT8,1794.3393,2880.979,3.25,3.25,8.25,502.022,2378.957,18.2,
4,W:MXFP_E2M1 A:MXFP_E4M3 KV:MXFP_E2M1 b32,mxfp,32,False,MXFP_E2M1,MXFP_E4M3,MXFP_E2M1,1802.2377,1882.014,4.25,8.25,4.25,656.49,1225.523,40.2,
151,W:MXFP_E4M3 A:MXFP_E2M1 KV:MXFP_E5M2 b32,mxfp,32,False,MXFP_E4M3,MXFP_E2M1,MXFP_E5M2,1860.2582,3653.321,8.25,4.25,8.25,1274.364,2378.957,27.1,
5,W:MXFP_E5M2 A:MXFP_E2M1 KV:MXFP_E1M2 b16,mxfp,16,False,MXFP_E5M2,MXFP_E2M1,MXFP_E1M2,1967.7134,2610.594,8.5,4.5,4.5,1312.981,1297.613,51.7,
129,W:MXFP_E4M3 A:MXFP_E2M1 KV:MXFP_E2M1 b32,mxfp,32,False,MXFP_E4M3,MXFP_E2M1,MXFP_E2M1,2019.6241,2499.887,8.25,4.25,4.25,1274.364,1225.523,27.0,
34,W:MXFP_E2M1 A:MXFP_E5M2 KV:MXFP_E1M2 b32,mxfp,32,False,MXFP_E2M1,MXFP_E5M2,MXFP_E1M2,2359.664,1882.014,4.25,8.25,4.25,656.49,1225.523,53.5,
257,W:MXINT8 A:MXINT4 KV:MXINT2 b64,mxint,64,False,MXINT8,MXINT4,MXINT2,2441.7508,1867.817,8.125,4.125,2.125,1255.055,612.762,17.4,
37,W:MXINT3 A:MXINT3 KV:MXINT4 b32,mxint,32,False,MXINT3,MXINT3,MXINT4,2465.6138,1727.545,3.25,3.25,4.25,502.022,1225.523,19.7,
16,W:MXFP_E2M1 A:MXFP_E5M2 KV:MXFP_E2M1 b32,mxfp,32,False,MXFP_E2M1,MXFP_E5M2,MXFP_E2M1,2512.465,1882.014,4.25,8.25,4.25,656.49,1225.523,40.8,
55,W:MXINT3 A:MXINT8 KV:MXINT2 b16,mxint,16,False,MXINT3,MXINT8,MXINT2,2574.7049,1261.535,3.5,8.5,2.5,540.639,720.896,20.2,
73,W:MXFP_E5M2 A:MXFP_E2M1 KV:MXFP_E2M1 b32,mxfp,32,False,MXFP_E5M2,MXFP_E2M1,MXFP_E2M1,2602.3154,2499.887,8.25,4.25,4.25,1274.364,1225.523,40.7,
20,W:MXFP_E5M2 A:MXFP_E2M1 KV:MXFP_E4M3 b32,mxfp,32,False,MXFP_E5M2,MXFP_E2M1,MXFP_E4M3,2610.4923,3653.321,8.25,4.25,8.25,1274.364,2378.957,53.4,
270,W:MXINT4 A:MXINT3 KV:MXINT3 b32,mxint,32,False,MXINT4,MXINT3,MXINT3,2630.222,1593.655,4.25,3.25,3.25,656.49,937.165,17.2,
74,W:MXFP_E2M1 A:MXFP_E1M2 KV:MXFP_E1M2 b16,mxfp,16,False,MXFP_E2M1,MXFP_E1M2,MXFP_E1M2,2631.8728,1992.72,4.5,4.5,4.5,695.108,1297.613,42.0,
95,W:MXINT3 A:MXINT8 KV:MXINT2 b32,mxint,32,False,MXINT3,MXINT8,MXINT2,2766.4864,1150.829,3.25,8.25,2.25,502.022,648.806,19.4,
43,W:MXINT8 A:MXINT3 KV:MXINT2 b16,mxint,16,False,MXINT8,MXINT3,MXINT2,2804.9395,2033.877,8.5,3.5,2.5,1312.981,720.896,18.8,
387,W:MXINT4 A:MXINT3 KV:MXINT4 b64,mxint,64,False,MXINT4,MXINT3,MXINT4,2892.517,1826.66,4.125,3.125,4.125,637.182,1189.478,17.9,
12,W:MXFP_E2M1 A:MXFP_E1M2 KV:MXFP_E5M2 b32,mxfp,32,False,MXFP_E2M1,MXFP_E1M2,MXFP_E5M2,2951.1812,3035.447,4.25,4.25,8.25,656.49,2378.957,55.9,
221,W:MXFP_E4M3 A:MXFP_E2M1 KV:MXFP_E4M3 b64,mxfp,64,False,MXFP_E4M3,MXFP_E2M1,MXFP_E4M3,3343.6675,3597.967,8.125,4.125,8.125,1255.055,2342.912,28.5,
164,W:MXINT3 A:MXINT4 KV:MXINT2 b16,mxint,16,False,MXINT3,MXINT4,MXINT2,3516.8934,1261.535,3.5,4.5,2.5,540.639,720.896,17.2,
226,W:MXFP_E5M2 A:MXFP_E2M1 KV:MXFP_E5M2 b64,mxfp,64,False,MXFP_E5M2,MXFP_E2M1,MXFP_E5M2,3628.9763,3597.967,8.125,4.125,8.125,1255.055,2342.912,28.4,
140,W:MXINT4 A:MXINT3 KV:MXINT2 b16,mxint,16,False,MXINT4,MXINT3,MXINT2,4037.466,1416.004,4.5,3.5,2.5,695.108,720.896,18.0,
28,W:MXINT3 A:MXINT8 KV:MXINT2 b64,mxint,64,False,MXINT3,MXINT8,MXINT2,4262.6532,1095.475,3.125,8.125,2.125,482.714,612.762,22.2,
153,W:MXFP_E4M3 A:MXFP_E1M2 KV:MXFP_E2M1 b64,mxfp,64,False,MXFP_E4M3,MXFP_E1M2,MXFP_E2M1,4417.8647,2444.534,8.125,4.125,4.125,1255.055,1189.478,27.6,
112,W:MXINT8 A:MXINT3 KV:MXINT2 b32,mxint,32,False,MXINT8,MXINT3,MXINT2,4466.6419,1923.17,8.25,3.25,2.25,1274.364,648.806,18.9,
38,W:MXFP_E5M2 A:MXFP_E1M2 KV:MXFP_E1M2 b64,mxfp,64,False,MXFP_E5M2,MXFP_E1M2,MXFP_E1M2,4523.0471,2444.534,8.125,4.125,4.125,1255.055,1189.478,44.2,
50,W:MXFP_E1M2 A:MXFP_E1M2 KV:MXFP_E2M1 b32,mxfp,32,False,MXFP_E1M2,MXFP_E1M2,MXFP_E2M1,4658.4189,1882.014,4.25,4.25,4.25,656.49,1225.523,37.1,
178,W:MXINT3 A:MXINT4 KV:MXINT2 b32,mxint,32,False,MXINT3,MXINT4,MXINT2,4763.3471,1150.829,3.25,4.25,2.25,502.022,648.806,17.6,
205,W:MXFP_E2M1 A:MXFP_E1M2 KV:MXFP_E2M1 b32,mxfp,32,False,MXFP_E2M1,MXFP_E1M2,MXFP_E2M1,4797.8423,1882.014,4.25,4.25,4.25,656.49,1225.523,27.2,
124,W:MXFP_E2M1 A:MXFP_E5M2 KV:MXFP_E1M2 b64,mxfp,64,False,MXFP_E2M1,MXFP_E5M2,MXFP_E1M2,5207.2331,1826.66,4.125,8.125,4.125,637.182,1189.478,34.7,
290,W:MXINT3 A:MXINT3 KV:MXINT8 b64,mxint,64,False,MXINT3,MXINT3,MXINT8,5213.7718,2825.626,3.125,3.125,8.125,482.714,2342.912,16.9,
199,W:MXFP_E1M2 A:MXFP_E1M2 KV:MXFP_E5M2 b64,mxfp,64,False,MXFP_E1M2,MXFP_E1M2,MXFP_E5M2,5351.3173,2980.094,4.125,4.125,8.125,637.182,2342.912,28.3,
94,W:MXFP_E2M1 A:MXFP_E5M2 KV:MXFP_E2M1 b64,mxfp,64,False,MXFP_E2M1,MXFP_E5M2,MXFP_E2M1,5811.5805,1826.66,4.125,8.125,4.125,637.182,1189.478,48.4,
225,W:MXINT8 A:MXINT3 KV:MXINT3 b64,mxint,64,False,MXINT8,MXINT3,MXINT3,6131.8692,2156.175,8.125,3.125,3.125,1255.055,901.12,17.1,
6,W:MXINT3 A:MXINT3 KV:MXINT3 b32,mxint,32,False,MXINT3,MXINT3,MXINT3,6449.544,1439.187,3.25,3.25,3.25,502.022,937.165,19.0,
188,W:MXFP_E4M3 A:MXFP_E2M1 KV:MXFP_E1M2 b64,mxfp,64,False,MXFP_E4M3,MXFP_E2M1,MXFP_E1M2,6549.4559,2444.534,8.125,4.125,4.125,1255.055,1189.478,28.2,
220,W:MXINT4 A:MXINT3 KV:MXINT2 b32,mxint,32,False,MXINT4,MXINT3,MXINT2,6557.68,1305.297,4.25,3.25,2.25,656.49,648.806,17.6,
301,W:MXINT8 A:MXINT3 KV:MXINT2 b64,mxint,64,False,MXINT8,MXINT3,MXINT2,6684.3845,1867.817,8.125,3.125,2.125,1255.055,612.762,17.3,
69,W:MXINT3 A:MXINT3 KV:MXINT2 b16,mxint,16,False,MXINT3,MXINT3,MXINT2,6991.0928,1261.535,3.5,3.5,2.5,540.639,720.896,19.9,
90,W:MXFP_E1M2 A:MXFP_E2M1 KV:MXFP_E4M3 b16,mxfp,16,False,MXFP_E1M2,MXFP_E2M1,MXFP_E4M3,7081.5982,3146.154,4.5,4.5,8.5,695.108,2451.046,41.1,
316,W:MXFP_E5M2 A:MXFP_E2M1 KV:MXFP_E1M2 b64,mxfp,64,False,MXFP_E5M2,MXFP_E2M1,MXFP_E1M2,7130.6442,2444.534,8.125,4.125,4.125,1255.055,1189.478,28.0,
152,W:MXINT3 A:MXINT4 KV:MXINT2 b64,mxint,64,False,MXINT3,MXINT4,MXINT2,7702.755,1095.475,3.125,4.125,2.125,482.714,612.762,17.6,
362,W:MXFP_E1M2 A:MXFP_E2M1 KV:MXFP_E5M2 b16,mxfp,16,False,MXFP_E1M2,MXFP_E2M1,MXFP_E5M2,7849.1213,3146.154,4.5,4.5,8.5,695.108,2451.046,27.3,
48,W:MXINT3 A:MXINT3 KV:MXINT4 b64,mxint,64,False,MXINT3,MXINT3,MXINT4,8068.8376,1672.192,3.125,3.125,4.125,482.714,1189.478,20.5,
121,W:MXINT4 A:MXINT3 KV:MXINT3 b64,mxint,64,False,MXINT4,MXINT3,MXINT3,9044.9402,1538.302,4.125,3.125,3.125,637.182,901.12,22.5,
87,W:MXINT4 A:MXINT3 KV:MXINT2 b64,mxint,64,False,MXINT4,MXINT3,MXINT2,9368.4041,1249.944,4.125,3.125,2.125,637.182,612.762,18.6,
180,W:MXFP_E2M1 A:MXFP_E2M1 KV:MXFP_E4M3 b16,mxfp,16,False,MXFP_E2M1,MXFP_E2M1,MXFP_E4M3,9709.526,3146.154,4.5,4.5,8.5,695.108,2451.046,27.2,
158,W:MXFP_E1M2 A:MXFP_E2M1 KV:MXFP_E5M2 b32,mxfp,32,False,MXFP_E1M2,MXFP_E2M1,MXFP_E5M2,9813.6486,3035.447,4.25,4.25,8.25,656.49,2378.957,26.5,
217,W:MXINT4 A:MXINT2 KV:MXINT8 b16,mxint,16,False,MXINT4,MXINT2,MXINT8,10554.5648,3146.154,4.5,2.5,8.5,695.108,2451.046,17.3,
349,W:MXINT8 A:MXINT2 KV:MXINT3 b16,mxint,16,False,MXINT8,MXINT2,MXINT3,11252.1413,2322.235,8.5,2.5,3.5,1312.981,1009.254,17.2,
128,W:MXINT4 A:MXINT2 KV:MXINT4 b16,mxint,16,False,MXINT4,MXINT2,MXINT4,11458.7603,1992.72,4.5,2.5,4.5,695.108,1297.613,17.9,
294,W:MXFP_E2M1 A:MXFP_E1M2 KV:MXFP_E2M1 b64,mxfp,64,False,MXFP_E2M1,MXFP_E1M2,MXFP_E2M1,12124.4626,1826.66,4.125,4.125,4.125,637.182,1189.478,28.5,
216,W:MXFP_E2M1 A:MXFP_E1M2 KV:MXFP_E1M2 b64,mxfp,64,False,MXFP_E2M1,MXFP_E1M2,MXFP_E1M2,12231.4368,1826.66,4.125,4.125,4.125,637.182,1189.478,28.3,
277,W:MXFP_E2M1 A:MXFP_E2M1 KV:MXFP_E4M3 b32,mxfp,32,False,MXFP_E2M1,MXFP_E2M1,MXFP_E4M3,13591.1819,3035.447,4.25,4.25,8.25,656.49,2378.957,26.7,
147,W:MXFP_E2M1 A:MXFP_E2M1 KV:MXFP_E5M2 b32,mxfp,32,False,MXFP_E2M1,MXFP_E2M1,MXFP_E5M2,13625.3359,3035.447,4.25,4.25,8.25,656.49,2378.957,27.5,
52,W:MXINT4 A:MXINT2 KV:MXINT3 b16,mxint,16,False,MXINT4,MXINT2,MXINT3,14407.8635,1704.362,4.5,2.5,3.5,695.108,1009.254,20.5,
144,W:MXFP_E2M1 A:MXFP_E2M1 KV:MXFP_E2M1 b32,mxfp,32,False,MXFP_E2M1,MXFP_E2M1,MXFP_E2M1,14525.8671,1882.014,4.25,4.25,4.25,656.49,1225.523,26.5,
134,W:MXFP_E2M1 A:MXFP_E2M1 KV:MXFP_E4M3 b64,mxfp,64,False,MXFP_E2M1,MXFP_E2M1,MXFP_E4M3,14709.301,2980.094,4.125,4.125,8.125,637.182,2342.912,28.4,
85,W:MXINT3 A:MXINT2 KV:MXINT8 b16,mxint,16,False,MXINT3,MXINT2,MXINT8,15780.1769,2991.686,3.5,2.5,8.5,540.639,2451.046,20.0,
235,W:MXINT2 A:MXINT4 KV:MXINT8 b16,mxint,16,False,MXINT2,MXINT4,MXINT8,16100.2203,2837.217,2.5,4.5,8.5,386.171,2451.046,17.4,
170,W:MXFP_E1M2 A:MXFP_E2M1 KV:MXFP_E1M2 b64,mxfp,64,False,MXFP_E1M2,MXFP_E2M1,MXFP_E1M2,16499.0622,1826.66,4.125,4.125,4.125,637.182,1189.478,28.4,
148,W:MXFP_E1M2 A:MXFP_E1M2 KV:MXFP_E1M2 b64,mxfp,64,False,MXFP_E1M2,MXFP_E1M2,MXFP_E1M2,16854.8235,1826.66,4.125,4.125,4.125,637.182,1189.478,27.9,
238,W:MXINT3 A:MXINT3 KV:MXINT3 b64,mxint,64,False,MXINT3,MXINT3,MXINT3,17046.2629,1383.834,3.125,3.125,3.125,482.714,901.12,17.8,
22,W:MXINT8 A:MXINT2 KV:MXINT4 b32,mxint,32,False,MXINT8,MXINT2,MXINT4,17175.0957,2499.887,8.25,2.25,4.25,1274.364,1225.523,17.5,
393,W:MXINT2 A:MXINT8 KV:MXINT8 b16,mxint,16,False,MXINT2,MXINT8,MXINT8,17283.1998,2837.217,2.5,8.5,8.5,386.171,2451.046,17.9,
224,W:MXINT2 A:MXINT8 KV:MXINT4 b16,mxint,16,False,MXINT2,MXINT8,MXINT4,18541.4622,1683.784,2.5,8.5,4.5,386.171,1297.613,17.3,
268,W:MXINT2 A:MXINT3 KV:MXINT8 b16,mxint,16,False,MXINT2,MXINT3,MXINT8,19024.6388,2837.217,2.5,3.5,8.5,386.171,2451.046,17.2,
67,W:MXINT8 A:MXINT2 KV:MXINT3 b32,mxint,32,False,MXINT8,MXINT2,MXINT3,19594.0336,2211.529,8.25,2.25,3.25,1274.364,937.165,18.4,
83,W:MXINT3 A:MXINT3 KV:MXINT2 b64,mxint,64,False,MXINT3,MXINT3,MXINT2,20981.0001,1095.475,3.125,3.125,2.125,482.714,612.762,23.3,
198,W:MXFP_E2M1 A:MXFP_E2M1 KV:MXFP_E2M1 b64,mxfp,64,False,MXFP_E2M1,MXFP_E2M1,MXFP_E2M1,21046.9262,1826.66,4.125,4.125,4.125,637.182,1189.478,27.9,
36,W:MXINT2 A:MXINT8 KV:MXINT3 b16,mxint,16,False,MXINT2,MXINT8,MXINT3,21487.2644,1395.425,2.5,8.5,3.5,386.171,1009.254,18.0,
303,W:MXINT2 A:MXINT8 KV:MXINT8 b32,mxint,32,False,MXINT2,MXINT8,MXINT8,23182.1359,2726.511,2.25,8.25,8.25,347.554,2378.957,17.0,
138,W:MXINT2 A:MXINT3 KV:MXINT3 b16,mxint,16,False,MXINT2,MXINT3,MXINT3,24283.8944,1395.425,2.5,3.5,3.5,386.171,1009.254,17.2,
342,W:MXINT8 A:MXINT2 KV:MXINT2 b32,mxint,32,False,MXINT8,MXINT2,MXINT2,24452.0806,1923.17,8.25,2.25,2.25,1274.364,648.806,17.6,
68,W:MXINT4 A:MXINT2 KV:MXINT3 b32,mxint,32,False,MXINT4,MXINT2,MXINT3,24652.3486,1593.655,4.25,2.25,3.25,656.49,937.165,18.9,
208,W:MXINT2 A:MXINT8 KV:MXINT2 b16,mxint,16,False,MXINT2,MXINT8,MXINT2,25073.5461,1107.067,2.5,8.5,2.5,386.171,720.896,17.2,
131,W:MXINT2 A:MXINT4 KV:MXINT2 b16,mxint,16,False,MXINT2,MXINT4,MXINT2,26781.0809,1107.067,2.5,4.5,2.5,386.171,720.896,17.2,
206,W:MXINT3 A:MXINT2 KV:MXINT2 b16,mxint,16,False,MXINT3,MXINT2,MXINT2,28071.4915,1261.535,3.5,2.5,2.5,540.639,720.896,17.4,
105,W:MXINT2 A:MXINT8 KV:MXINT4 b32,mxint,32,False,MXINT2,MXINT8,MXINT4,29758.2816,1573.077,2.25,8.25,4.25,347.554,1225.523,18.1,
64,W:MXINT2 A:MXINT3 KV:MXINT2 b16,mxint,16,False,MXINT2,MXINT3,MXINT2,30077.4022,1107.067,2.5,3.5,2.5,386.171,720.896,18.3,
161,W:MXINT3 A:MXINT2 KV:MXINT8 b32,mxint,32,False,MXINT3,MXINT2,MXINT8,30419.0255,2880.979,3.25,2.25,8.25,502.022,2378.957,17.1,
88,W:MXINT4 A:MXINT2 KV:MXINT2 b32,mxint,32,False,MXINT4,MXINT2,MXINT2,31035.9646,1305.297,4.25,2.25,2.25,656.49,648.806,19.3,
109,W:MXINT3 A:MXINT2 KV:MXINT4 b32,mxint,32,False,MXINT3,MXINT2,MXINT4,32551.8094,1727.545,3.25,2.25,4.25,502.022,1225.523,19.4,
76,W:MXINT2 A:MXINT4 KV:MXINT8 b32,mxint,32,False,MXINT2,MXINT4,MXINT8,32777.2579,2726.511,2.25,4.25,8.25,347.554,2378.957,18.1,
304,W:MXINT2 A:MXINT2 KV:MXINT8 b16,mxint,16,False,MXINT2,MXINT2,MXINT8,37229.7237,2837.217,2.5,2.5,8.5,386.171,2451.046,17.8,
125,W:MXINT2 A:MXINT2 KV:MXINT4 b16,mxint,16,False,MXINT2,MXINT2,MXINT4,37747.2033,1683.784,2.5,2.5,4.5,386.171,1297.613,17.3,
237,W:MXINT2 A:MXINT2 KV:MXINT3 b16,mxint,16,False,MXINT2,MXINT2,MXINT3,40368.4542,1395.425,2.5,2.5,3.5,386.171,1009.254,17.7,
25,W:MXINT8 A:MXINT2 KV:MXINT4 b64,mxint,64,False,MXINT8,MXINT2,MXINT4,40368.4542,2444.534,8.125,2.125,4.125,1255.055,1189.478,18.6,
157,W:MXINT8 A:MXINT2 KV:MXINT3 b64,mxint,64,False,MXINT8,MXINT2,MXINT3,43771.802,2156.175,8.125,2.125,3.125,1255.055,901.12,17.5,
260,W:MXINT3 A:MXINT2 KV:MXINT2 b32,mxint,32,False,MXINT3,MXINT2,MXINT2,44268.9681,1150.829,3.25,2.25,2.25,502.022,648.806,17.8,
146,W:MXINT8 A:MXINT2 KV:MXINT2 b64,mxint,64,False,MXINT8,MXINT2,MXINT2,45565.31,1867.817,8.125,2.125,2.125,1255.055,612.762,17.2,
261,W:MXINT2 A:MXINT8 KV:MXINT8 b64,mxint,64,False,MXINT2,MXINT8,MXINT8,46140.7128,2671.157,2.125,8.125,8.125,328.245,2342.912,17.7,
308,W:MXINT2 A:MXINT2 KV:MXINT2 b16,mxint,16,False,MXINT2,MXINT2,MXINT2,47046.9802,1107.067,2.5,2.5,2.5,386.171,720.896,18.2,
335,W:MXINT2 A:MXINT8 KV:MXINT2 b32,mxint,32,False,MXINT2,MXINT8,MXINT2,48698.9021,996.36,2.25,8.25,2.25,347.554,648.806,17.3,
228,W:MXINT2 A:MXINT4 KV:MXINT3 b32,mxint,32,False,MXINT2,MXINT4,MXINT3,48974.6856,1284.719,2.25,4.25,3.25,347.554,937.165,17.3,
155,W:MXINT4 A:MXINT2 KV:MXINT4 b64,mxint,64,False,MXINT4,MXINT2,MXINT4,51819.8942,1826.66,4.125,2.125,4.125,637.182,1189.478,17.1,
135,W:MXINT2 A:MXINT4 KV:MXINT8 b64,mxint,64,False,MXINT2,MXINT4,MXINT8,53673.0701,2671.157,2.125,4.125,8.125,328.245,2342.912,17.5,
80,W:MXINT4 A:MXINT2 KV:MXINT3 b64,mxint,64,False,MXINT4,MXINT2,MXINT3,54933.7039,1538.302,4.125,2.125,3.125,637.182,901.12,22.1,
56,W:MXINT2 A:MXINT3 KV:MXINT4 b32,mxint,32,False,MXINT2,MXINT3,MXINT4,59044.0595,1573.077,2.25,3.25,4.25,347.554,1225.523,20.3,
86,W:MXINT2 A:MXINT8 KV:MXINT4 b64,mxint,64,False,MXINT2,MXINT8,MXINT4,59229.5867,1517.724,2.125,8.125,4.125,328.245,1189.478,23.2,
195,W:MXINT2 A:MXINT4 KV:MXINT4 b64,mxint,64,False,MXINT2,MXINT4,MXINT4,59303.9606,1517.724,2.125,4.125,4.125,328.245,1189.478,17.1,
40,W:MXINT4 A:MXINT2 KV:MXINT2 b64,mxint,64,False,MXINT4,MXINT2,MXINT2,63461.9681,1249.944,4.125,2.125,2.125,637.182,612.762,22.5,
242,W:MXINT2 A:MXINT8 KV:MXINT2 b64,mxint,64,False,MXINT2,MXINT8,MXINT2,63661.3771,941.007,2.125,8.125,2.125,328.245,612.762,17.3,
117,W:MXINT2 A:MXINT3 KV:MXINT3 b32,mxint,32,False,MXINT2,MXINT3,MXINT3,69944.0545,1284.719,2.25,3.25,3.25,347.554,937.165,17.7,
272,W:MXINT2 A:MXINT4 KV:MXINT3 b64,mxint,64,False,MXINT2,MXINT4,MXINT3,73314.2154,1229.365,2.125,4.125,3.125,328.245,901.12,17.7,
108,W:MXINT3 A:MXINT2 KV:MXINT8 b64,mxint,64,False,MXINT3,MXINT2,MXINT8,74146.9283,2825.626,3.125,2.125,8.125,482.714,2342.912,22.0,
110,W:MXINT3 A:MXINT2 KV:MXINT3 b64,mxint,64,False,MXINT3,MXINT2,MXINT3,78061.7065,1383.834,3.125,2.125,3.125,482.714,901.12,18.9,
367,W:MXINT2 A:MXINT3 KV:MXINT8 b64,mxint,64,False,MXINT2,MXINT3,MXINT8,78701.0491,2671.157,2.125,3.125,8.125,328.245,2342.912,17.1,
162,W:MXINT2 A:MXINT4 KV:MXINT2 b64,mxint,64,False,MXINT2,MXINT4,MXINT2,79146.7358,941.007,2.125,4.125,2.125,328.245,612.762,17.4,
322,W:MXINT2 A:MXINT3 KV:MXINT2 b32,mxint,32,False,MXINT2,MXINT3,MXINT2,80498.9967,996.36,2.25,3.25,2.25,347.554,648.806,17.7,
84,W:MXINT3 A:MXINT2 KV:MXINT2 b64,mxint,64,False,MXINT3,MXINT2,MXINT2,88111.0246,1095.475,3.125,2.125,2.125,482.714,612.762,18.6,
179,W:MXINT2 A:MXINT8 KV:MXINT3 b64,mxint,64,False,MXINT2,MXINT8,MXINT3,91606.2612,1229.365,2.125,8.125,3.125,328.245,901.12,17.6,
92,W:MXINT2 A:MXINT3 KV:MXINT3 b64,mxint,64,False,MXINT2,MXINT3,MXINT3,98646.1139,1229.365,2.125,3.125,3.125,328.245,901.12,22.5,
197,W:MXINT2 A:MXINT2 KV:MXINT4 b32,mxint,32,False,MXINT2,MXINT2,MXINT4,143830.6949,1573.077,2.25,2.25,4.25,347.554,1225.523,17.5,
111,W:MXINT2 A:MXINT2 KV:MXINT8 b32,mxint,32,False,MXINT2,MXINT2,MXINT8,144917.7427,2726.511,2.25,2.25,8.25,347.554,2378.957,19.5,
287,W:MXINT2 A:MXINT2 KV:MXINT2 b32,mxint,32,False,MXINT2,MXINT2,MXINT2,152664.808,996.36,2.25,2.25,2.25,347.554,648.806,18.3,
31,W:MXINT2 A:MXINT2 KV:MXINT8 b64,mxint,64,False,MXINT2,MXINT2,MXINT8,344268.2643,2671.157,2.125,2.125,8.125,328.245,2342.912,19.9,
215,W:MXINT2 A:MXINT2 KV:MXINT4 b64,mxint,64,False,MXINT2,MXINT2,MXINT4,357700.3774,1517.724,2.125,2.125,4.125,328.245,1189.478,17.7,
209,W:MXINT2 A:MXINT2 KV:MXINT3 b64,mxint,64,False,MXINT2,MXINT2,MXINT3,359951.8279,1229.365,2.125,2.125,3.125,328.245,901.12,17.5,
